,part_number,class,descrip,descrip2,cost,onhand,onorder,master_list,custno,revision,aql,syscom,physical,oldcost,owner
17438,7ed41e333df7,,MS35803-115,,0,0,0,,,,0,,N,0,A
17439,9d1e3a1f3d1c,,MS35803-210,,0,0,0,,,,0,,N,0,A
17440,1f57502831a9,,NAS1523C4B,,0,0,0,,,,0,,N,0,A
17441,7d5015a80f2c,,"0-80 X 1/2 SLOTTED PAN HD MS, BRASS",,0,0,0,,,,0,,N,0,A
17442,f222968f6113,,"00-90 X 3/8 SLOTTED RD HD MS, BRASS",,0,0,0,,,,0,,N,0,A
17443,141c00cd6f85,,"0-80 X 1/8 SLOTTED RD HD MS, Z+Y",,0,0,0,,,,0,,N,0,A
17444,c1116a0ed6ce,,MS51021-21,,0,0,0,,,,0,,N,0,A
17445,2d582efe00dc,,"1 1/8-7 X 5 HHCS GR 2, ZINC",,0,0,0,,,,0,,N,0,A
17446,402e5af655ab,,"1 1/4-7 X 5 3/4 HHCS GR 5, ZINC",,0,0,0,,,,0,,N,0,A
17447,a32f54d453f9,,"0-80 X 3/8 SLOTTED PAN HD MS, BRASS",,0,0,0,,,,0,,N,0,A
17448,0a547abe6c2c,,"0-80 X 7/16 SLOTTED PAN HD MS, BRASS",,0,0,0,,,,0,,N,0,A
17449,8537ebdce725,,MS171464,,0,0,0,Y,113300,C,4,,N,0,A
17450,f9badda8316b,,"MS28932-1  FELT STRIP (1 EACH = 60"")",,0,0,0,Y,17420,B,1,,N,0,A
17451,97f6858340fe,,"1/4-28 X 3/8 SOCKET SET SCREW CUP PT, ALLOY",,0,0,0,,,,0,,N,0,A
17452,b6b3d77d3466,,M24066/2-240,,0,0,0,,,,0,,N,0,A
17453,7cb4e553ac51,,"3/8 X 1 1/2 SQUARE HD LAG SCREW, STEEL W/ZINC",,0,0,0,,,,0,,N,0,A
17454,6883befae23d,,"3/8-16 X 1 3/4 SHCS, 18-8",,0,0,0,,,,0,,N,0,A
17455,dab90e24a55c,,"3/8-16 X 1 3/4 SHCS, 18-8 W/BLACK OXIDE",,0,0,0,,,,0,,N,0,A
17456,b0e3a175d1bb,,NAS1802-04-5,,0,0,0,Y,113300,6,1,,N,0,A
17457,7268eb2ed2c9,,NAS1802-06-8,,0,0,0,,,,0,,N,0,A
17458,1205dc8858dd,,NAS1802-06-16,,0,0,0,Y,113300,6,1,,N,0,A
17459,513ec209a9aa,,"#6 LIGHT L/W, 18-8",,0,0,0,,,,0,,N,0,A
17460,6e8057523d8b,,".395/.400 ID X .920/.925 X .057/.069 THICK F/W,",AMS 5510,0,0,0,,,,0,,N,0,A
17461,04adcba7706f,,MS27183-22,,0,0,0,,,,0,,N,0,A
17462,def5d0fe6807,,MS16562-82,,0,0,0,,,,0,,N,0,A
17463,57cdad1ab85e,,.125 +/-.005 ID X .312 +/-.010 OD X .032,"+.008/-.007 THICK F/W, 18-8 PASSIVATED QQ-P-35",0,0,0,,,,0,,N,0,A
17464,94798c00e36e,,"10-32 X 7/16 SHCS, 18-8 PASSIVATED TO A380-78",,0,0,0,,,,0,,N,0,A
17465,321d0f73f1b3,,"2.5 X 11 GA. SQUARE INSERT GUIDE, BLACK",,0,0,0,,,,0,,N,0,A
17466,c46ed9a5588b,,MS16629-4106,,0,0,0,Y,13701,E,4,,N,0,A
17467,7a07c9c8ca6b,,"4-40 X 3/8 PHIL BUTTON SOCKET, 18-8","BLK OX CL4  W/ NUT, F/W & L/W 18-8",0,0,0,Y,13713,NR,4,,N,0,A
17468,0704e9af1a89,,"#4 F/W, 18-8",(.120/.125 ID X .185 OD X .020 THICK),0,0,0,Y,13713,NR,4,,N,0,A
17469,bd94d21569e3,,"6-32 X 3/8 PHIL BUTTON SOCKET, 18-8","BLK OX CL4  W/NUT, F/W & L/W 18-8",0,0,0,Y,13713,NR,4,,N,0,A
17470,12e85de505a3,,"#6 F/W, 18-8",(.156 ID X .247 OD X .020 THICK),0,0,0,Y,13713,NR,4,,N,0,A
17471,b1e1b3335fe6,,"M16 X 2.0 X 90MM HEX HD TAP BOLT (T.F.L.), 18-8",,0,0,0,,,,0,,N,0,A
17472,f985fe225b6f,,BURNDY P/N YAE10-N57 OR EQUIVALENT,(MS25036-157),0,0,0,,,,0,,N,0,A
17473,fa8a0c3ddc63,,BURNDY P/N SE22-G18 OR EQUIVALENT,(YAE22-G18),0,0,0,,,,0,,N,0,A
17474,155a7fcc3980,,BURNDY P/N YAE10-N,,0,0,0,,,,0,,N,0,A
17475,a1bbc1261f80,,NAS1193K9CP,,0,0,0,,,,0,,N,0,A
17476,a2e7268a2a1f,,NAS6203C9D,,0,0,0,,,,0,,N,0,A
17477,e975d53d97bd,,MS21209F6-20,,0,0,0,,,,0,,N,0,A
17478,d2332873e13a,,"3/8-16 X 1 3/4 CARRIAGE BOLT, 316SS",,0,0,0,,,,0,,N,0,A
17479,aae3f65fa551,,"4-40 X 3/8 PHILIPS DRIVE BUTTON HD SOCKET, 18-8",,0,0,0,Y,13713,NR,4,,N,0,A
17480,85f64eaff458,,"6-32 X 3/8 PHILIPS DRIVE BUTTON HD SOCKET, 18-8",,0,0,0,Y,13713,NR,4,,N,0,A
17481,63ca4774f6dc,,MS9361-09,,0,0,0,Y,18676,LR,1,,N,0,A
17482,6bf9b3c90f8a,,AN3-52A,,0,0,0,,,,0,,N,0,A
17483,72d44e5688cb,,MS27039C1-11,,0,0,0,,,,0,,N,0,A
17484,5a6cb72ba006,,CONCORD TIP JACK-WHITE 09-9151-1-04419,,0,0,0,,,,0,,N,0,A
17485,e4c5a9d1d1af,,CONCORD TIP JACK-GREEN 09-9151-1-04415,,0,0,0,,,,0,,N,0,A
17486,80ae6d27d251,,CONCORD TIP JACK-BLUE 09-9151-1-04416,,0,0,0,,,,0,,N,0,A
17487,62cb4bdc936a,,MS87006-12,,0,0,0,,,,0,,N,0,A
17488,579d5c994cad,,"3/32 X 1/4 DOWEL PIN, 416SS",,0,0,0,,,,0,,N,0,A
17489,3231dc796aba,,MS28932C04-09,,0,0,0,,,,0,,N,0,A
17490,7108dad75eee,,AN5H21,,0,0,0,,,,0,,N,0,A
17491,c64c821df2ba,,AS5169W06L *DOMESTIC MATERIAL ONLY*,(ALT. MS24391W6L),0,0,0,Y,15850,LR,1,,N,0,A
17492,cd37e8bb5dec,,MS20005-22,,0,0,0,,,,0,,N,0,A
17493,3e57ce79df22,,NAS1033C08,,0,0,0,,,,0,,N,0,A
17494,77ec47560446,,MS27039-1-13,,0,0,0,Y,111400,3,1,,N,0,A
17495,487772a798bb,,MS20005-26,,0,0,0,,,,0,,N,0,A
17496,bc90ed1f358f,,"1/2-13 X 3 1/2 HHCS, 316SS",,0,0,0,,,,0,,N,0,A
17497,28709cd36b46,,"3/8-16 X 1 1/4 SQUARE HD SET SCREW CUP PT, 18-8",,0,0,0,,,,0,,N,0,A
17498,c64726bf8a6a,,MS51937-1,,0,0,0,,,,0,,N,0,A
17499,ee3adc55687c,,NASM51045-77,,0,0,0,,,,0,,N,0,A
17500,5f6c093c9bae,,IDLER SHAFT TO PRINT,,0,0,0,,,,0,,N,0,A
17501,185d1dc55e4f,,CLEVIS PIN TO PRINT,,0,0,0,,,,0,,N,0,A
17502,78028c1eeedf,,NAS5403-9,,0,0,0,,,,0,,N,0,A
17503,8b9147ddad5b,,NAS560HK4-8,,0,0,0,,,,0,,N,0,A
17504,74499e9b0598,,"3/8-16 X 3 1/2 CARRIAGE BOLT, ZINC",,0,0,0,,,,0,,N,0,A
17505,a1f712bdc020,,MS35649-2314B,,0,0,0,,,,0,,N,0,A
17506,cde1a2ea4442,,M8791/1-228,,0,0,0,,,,0,,N,0,A
17507,4d233b387c1f,,AN175C26A,,0,0,0,,,,0,,N,0,A
17508,8f4fb5dc98eb,,NAS1106-24,,0,0,0,,,,0,,N,0,A
17509,925ea4dbf61c,,AN315-6R,,0,0,0,,,,0,,N,0,A
17510,e0c9ec5626b8,,AN386-1-14A,,0,0,0,,,,0,,N,0,A
17511,dc227f3d31e8,,"M6 X 1.0 FIN HEX JAM NUT, BRASS  DIN 439",,0.0108,1000,0,,,,0,,N,0,A
17512,0c06c7a2ac7c,,"6-32 X 1 1/4 TORX PAN HD MS, ZINC",,0,0,0,,,,0,,N,0,A
17513,576cf1113df8,,MS3102R10SL-3P,,0,0,0,,,,0,,N,0,A
17514,faf592ba208f,,"3/4-10 X 2 1/4 SHCS, 316SS",W/THREAD PROTECTORS,0,0,0,,,,0,,N,0,A
17515,4d6fc55b8386,,"1/32 X 3/8 DOWEL PIN (.0002), 18-8",,0,0,0,,,,0,,N,0,A
17516,d610874d661e,,"10-32 X 3/8 SHCS, BRASS",,0,0,0,,,,0,,N,0,A
17517,51f8ec30806d,,MS16562-28,,0.12,203,0,Y,17580,C,4,,N,0,A
17518,e41c2154558b,,"M2 X .4 X 3MM SLOTTED FLAT HD MS, 18-8",,0,0,0,,,,0,,N,0,A
17519,a03ff54dacaa,,"0-80 X 3/32 SLOTTED FILLISTER HD MS, BRASS",,0,0,0,,,,0,,N,0,A
17520,b9654a0841e6,,"M6 X 1.0 X 25MM SHCS GR 12.9, ZINC  DIN 912",,0.0436,32,0,,,,0,,N,0,A
17521,34a891906a46,,"M10 X 1.5 X 30MM SHCS, ZINC",,0,0,0,,,,0,,N,0,A
17522,c74bff8d618e,,"3/8-16 X 3 1/2 HHCS, 316SS",,0,0,0,,,,0,,N,0,A
17523,90275ab130d2,,M2.9 X 13 MM PHIL PAN,SELF TAPPING SCREW ZINC  DIN 7981C,0,0,0,,,,0,,N,0,A
17524,a6adca331f5c,,BOLLHOFF RIVNUT P/N SS25-211,,0,0,0,,,,0,,N,0,A
17525,3851a613e978,,HELICOIL P/N 3585-6TNW-750,,0,0,0,Y,104300,NR,4,,N,0,A
17526,24ccd156b79f,,MS16627-4087,,0,0,0,Y,13701,C,4,,N,0,A
17527,16ea2c275b21,,MS25082S2,,0,0,0,,,,0,,N,0,A
17528,6676f9932eaa,,MS51963-66,,0,0,0,Y,14301,LR,1,,N,0,A
17529,84c4afa0d9ad,,"3/4-10 X 5"" STUD T.F.L., STEEL PLAIN",,0,0,0,,,,0,,N,0,A
17530,6bc9465c575c,,"5/8-11 X 3 1/2"" STUD T.F.L., STEEL PLAIN",,0,0,0,,,,0,,N,0,A
17531,6114556c0ed2,,"5/8-11 X 4"" STUD T.F.L., STEEL PLAIN",,0,0,0,,,,0,,N,0,A
17532,cc52b8b5745f,,AS5169D06L,,0,0,0,,,,0,,N,0,A
17533,318ad7ddf49d,,M83461/1-269,,0,0,0,,,,0,,N,0,A
17534,f2860c4c04bc,,M83461/1-232,,0,0,0,,,,0,,N,0,A
17535,586bcc1bbc74,,M83461/1-263,,0,0,0,,,,0,,N,0,A
17536,b42d60d93b43,,MS14144L4,,0,0,0,,,,0,,N,0,A
17537,cff461086a93,,"3/8-16 X 3 1/4 HHCS, 316SS",,0,0,0,,,,0,,N,0,A
17538,d854785936fc,,"3/4 X 2 1/4 SHOULDER SCREW, 18-8",,0,0,0,,,,0,,N,0,A
17539,9f234080c733,,"1/2-13 X 3 1/2 SLOTTED FLAT HD MS, 316SS",,0,0,0,,,,0,,N,0,A
17540,e2443847cfdf,,MA3280-155 (MUST BE ON TAPE & REEL),,0,0,0,,,,0,,N,0,A
17541,38f8262b946e,,"0-80 X 5/32 SLOTTED FLAT HD MS, 18-8",,0,0,0,,,,0,,N,0,A
17542,dfd767c3aab4,,"SOCKET SET SCREW, LOW CARBON STEEL",W/ NO THRU HOLE TO PRINT,0,0,0,,,,0,,N,0,A
17543,c2e5bc4c645c,,"SOCKET SET SCREW, LOW CARBON STEEL",W/ .563 THRU HOLE TO PRINT,0,0,0,,,,0,,N,0,A
17544,b598f922acd6,,SHOULDER BUSHING TO PRINT,,0,0,0,,,,0,,N,0,A
17545,c5307beb62b3,,"5.60/5.78MM ID X 14/16MM OD X 1.53MM THICK F/W,",STEEL W/ZINC PLATE PER QQ-Z-325 TYPE 2,0,0,0,,,,0,,N,0,A
17546,52a9f483ee6a,,HEX JAM NUT TO PRINT,,0,0,0,,,,0,,N,0,A
17547,bfec5c8c8476,,HEX JAM NUT TO PRINT,,0,0,0,,,,0,,N,0,A
17548,94000aa20cda,,GOODRICH P/N 8A61C09,,0,0,0,,,,0,,N,0,A
17549,5ff90afa050c,,MS9105-30,,0,0,0,,,,0,,N,0,A
17550,60bef8bd3902,,"4-48 X 1/4 SHCS, 18-8",,0,0,0,,,,0,,N,0,A
17551,408a26dab07f,,NAS1130-06-20,,0,0,0,,,,0,,N,0,A
17552,49e243ea9a47,,SLOTTED PAN HD MS TO PRINT,,0,0,0,,,,0,,N,0,A
17553,5369b6265a30,,DOWEL PIN TO PRINT,,0,0,0,,,,0,,N,0,A
17554,6655ce66ad1d,,M10 X 1.5 FIN HEX NUT 316SS,,0,0,0,,,,0,,N,0,A
17555,a456faadffbe,,"3/8-16 X 2 SLOTTED FLAT HD MS, 316SS",,0,0,0,,,,0,,N,0,A
17556,dcab3521f9cf,,"4-40 X 1/8 SLOTTED RD HD MS, BRASS",,0,0,0,,,,0,,N,0,A
17557,459aa362d1c9,,"1/4-20 X 3/8 PHIL RD HD MS, ZINC",,0,0,0,,,,0,,N,0,A
17558,c69dd9757458,,"5/8 LIGHT SPLIT L/W, STEEL PLAIN",,0,0,0,,,,0,,N,0,A
17559,6580cdd0bba5,,"6-48 X 3/16 SHCS, AISI-4037",,0,0,0,,,,0,,N,0,A
17560,a19e657d24fe,,"6-48 X 3/16 SHCS, AISI-4037 W/BLACK ZINC",,0,0,0,,,,0,,N,0,A
17561,46a363ecda14,,"M5 X .8 X 40MM SLOTTED FLAT HD MS, ZINC",,0,0,0,,,,0,,N,0,A
17562,976c5f22dc52,,"3/8-16 X 7/16 SOCKET SET SCREW CUP PT, ALLOY",,0,0,0,,,,0,,N,0,A
17563,0258d04e1f23,,"1/2-13 X 4 HHCS, 316SS",,0,0,0,,,,0,,N,0,A
17564,8eb151ca7f71,,AN500AD6-10,,0,0,0,,,,0,,N,0,A
17565,ff58a1cc1c4d,,"3-48 X 1 1/8 SLOTTED FILLISTER HD MS, 18-8",,0,0,0,,,,0,,N,0,A
17566,eaba4a3ec95e,,MS20470AD4-30,,0,0,0,,,,0,,N,0,A
17567,b8bfe9df2820,,NAS42HT485,,0,0,0,,,,0,,N,0,A
17568,77d8319e95c1,,P/N O-265  3741  70 DURO BLACK NITRILE O-RING,MEETS 3A SANITARY STANDARDS CLASS III AND IV,0,0,0,,,,0,,N,0,A
17569,d1843268c80e,,"8 X 2 1/2 PHIL FLAT HD DECK SCREW, STEEL",,0,0,0,,,,0,,N,0,A
17570,2dc260c0a6a7,,"2-56 X 5/8 SLOTTED RD HD MS, BRASS",,0,0,0,,,,0,,N,0,A
17571,d4bd91776fa3,,"5/16-18 X 1 3/4 BUTTON SOCKET, ALLOY",,0,0,0,,,,0,,N,0,A
17572,ad8e77c814ae,,MS24674-27,,0,0,0,,,,0,,N,0,A
17573,c650958bf2d5,,AMATOM P/N 9767-SS-0632-7,,0,0,0,,,,0,,N,0,A
17574,dc4d84048bcf,,NAS74A3E006,,0,0,0,,,,0,,N,0,A
17575,8775cff33409,,AMATOM P/N 9747-SS-0632-7,,0,0,0,,,,0,,N,0,A
17576,2fa8fbabc7d6,,SMALLEY P/N C050-L3-PA-S17,,0,0,0,,,,0,,N,0,A
17577,9a8e91009b12,,"4 X 1/4 PHIL PAN HD PLASTITE, ZINC",,0,0,0,,,,0,,N,0,A
17578,b97666a15257,,RAF P/N 4535-440-632-S-12,,0,0,0,,,,0,,N,0,A
17579,023791b1bea0,,RAF# 4535-440-632-S-12,LESS PLATING,0,0,0,,,,0,,N,0,A
17580,2950eed9d068,,"0-80 X 5/32 FOUR SPLINE SET SCREW CUP PT, 18-8",,0,0,0,,,,0,,N,0,A
17581,3d52304ebc22,,MS25036-121,,0,0,0,,,,0,,N,0,A
17582,c951854c1a80,,M83461/1-110,,0,0,0,,,,0,,N,0,A
17583,e9d9802fdd3d,,M83461/1-112,,0,0,0,,,,0,,N,0,A
17584,71162db0d429,,"5-40 X 1/2 BUTTON SOCKET, 300 SERIES STAINLESS",STEEL,0,0,0,,,,0,,N,0,A
17585,bd0fcd24675b,,AN501AD10-6,,0,0,0,,,,0,,N,0,A
17586,5b88a04a8b57,,MS16625-4143,,0,0,0,,,,0,,N,0,A
17587,ded15af6b5a1,,MS16625-4193,,0,0,0,Y,17420,D,1,,N,0,A
17588,78de6692fa32,,NAS1149F0416B,,0,0,0,,,,0,,N,0,A
17589,196566e38bbf,,"1/2-13 X 3 HEX HD TAP BOLT, 316SS",,0,0,0,,,,0,,N,0,A
17590,db8d113ee6e3,,"10-32 X 1/2 PHIL PAN HD MS, STEEL W/BLACK OXIDE",,0,0,0,,,,0,,N,0,A
17591,c81662915c3b,,"5/8-11 X 3 1/2 HEX HD TAP BOLT GR 8, Z+Y",,0,0,0,,,,0,,N,0,A
17592,ac539e923a52,,M25988/1-916,(Must be NADCAP certified),0,0,0,Y,13713,NR,4,,N,0,A
17593,3f5bed3ffff3,,"1/8"" STEEL BACK-UP WASHER",,0,0,0,,,,0,,N,0,A
17594,dc6f5b52842a,,"5/16-18 X 2 1/4 HHCS GR 2, ZINC",,0,0,0,,,,0,,N,0,A
17595,d8ef6c6079df,,"1/4-20 X 3 SHCS, 18-8",,0,0,0,,,,0,,N,0,A
17596,1ad349343d9b,,"5/16-18 X 2 1/4 SHCS, 18-8",,0,0,0,,,,0,,N,0,A
17597,ddab3a3e2c47,,"5/16-18 X 2 3/4 SHCS, 18-8",,0,0,0,,,,0,,N,0,A
17598,7e1737117f3d,,"5/16-18 X 3 SHCS, 18-8",,0,0,0,,,,0,,N,0,A
17599,cda3e8ff9d56,,"5/16-18 X 2 SHCS, 18-8",,0,0,0,,,,0,,N,0,A
17600,37a304de687a,,M10 X 1.5 FIN HEX JAM NUT,BRASS  DIN 936BR (6MM THK),0,0,0,,,,0,,N,0,A
17601,628d662102a7,,"M10 X 1.5 FIN HEX JAM NUT, BRASS",DIN 439 (5MM THICK),0,0,0,,,,0,,N,0,A
17602,cc135e8af592,,Raw Material Surcharge,,0,0,0,,,,0,,N,0,A
17603,8d65a970b3b9,,HL18PB10-19,,0,0,0,,,,0,,N,0,A
17604,2a090eaa4d50,,"6-32 X 1 SOCKET SET SCREW CUP PT, 18-8",,0,0,0,,,,0,,N,0,A
17605,840d1e867c6f,,MS35338-145,,0,0,0,,,,0,,N,0,A
17606,af01a0d88697,,"5/8-11 X 2 1/2 HHCS, HOT DIP GALVANIZED",,0,0,0,,,,0,,N,0,A
17607,71974fc6e93e,,"2-56 X 1 PHIL PAN HD MS, 18-8",,0,0,0,,,,0,,N,0,A
17608,6294918fd5b3,,"4-40 X 2 SHCS, 18-8",,0,0,0,,,,0,,N,0,A
17609,94601ea5b262,,"4-40 X 3/16 SHCS, 18-8",(NAS1352C04-3),0.2,0,0,Y,13713,NR,4,,N,0,A
17610,1171a00978cb,,MS35307-476,,0,0,0,,,,0,,N,0,A
17611,2c9ded0bf1b0,,ASSEMBLY: W205KB,(WASHER: W4514B-000),0,0,0,,,,0,,N,0,A
17612,caea9df96826,,"#10 MS F/W, ZINC",,0,0,0,,,,0,,N,0,A
17613,c26f4c1d4ec3,,SPECIAL O-RING TO PRINT,,0,0,0,,,,0,,N,0,A
17614,c1348cb2743f,,"6-32 X 3/8 PHIL FLAT HD MS 100 DEGREE, ZINC",,0,0,0,,,,0,,N,0,A
17615,7b5acf46661e,,"3-48 X 5/16 PHIL PAN HD MS, 18-8",,0,0,0,,,,0,,N,0,A
17616,efded24607e2,,"3-48 X 1/4 PHIL PAN HD MS, 18-8",,0,0,0,,,,0,,N,0,A
17617,a8b699b16610,,"ESNA SPRING PIN P/N 51-018-078-0562, ZINC",,0,0,0,,,,0,,N,0,A
17618,33db53c3885c,,TINNERMAN P/N PS250085PG,(DWG. A-94215 ALT. 7),0,0,0,,,,0,,N,0,A
17619,2f045b28caa8,,"6-32 X 3/8 LOW HD SHCS, ALLOY",,0,0,0,,,,0,,N,0,A
17620,bfc92acf778f,,ASM P/N 14150H-SS2.188-12A,,0,0,0,,,,0,,N,0,A
17621,0af3e1f7c157,,HEX HEAD PLUG TO PRINT,,0,0,0,Y,104300,NR,4,,N,0,A
17622,9249a3f5568d,,Adapter to Blueprint,,0,0,0,,,,0,,N,0,A
17623,eb8fc08c5100,,"4 X 5/16 PHIL PAN HD PLASTITE, ZINC",,0,0,0,,,,0,,N,0,A
17624,4ad90f4d56bb,,"4 X 7/16 PHIL PAN HD PLASTITE, ZINC",,0,0,0,,,,0,,N,0,A
17625,965fcbead153,,"5/16 INT L/W, STEEL PLAIN",(MS35333-41),0,0,0,Y,17580,T,1,,N,0,A
17626,3f605998edbe,,#57 Cablock ; Right,,0,0,0,,,,0,,N,0,A
17627,25fe400bbd15,,#57 Cablock ; Left,,0,0,0,,,,0,,N,0,A
17628,f88d4b5b204b,,"5/16 INT L/W, STEEL W/CAD + YELLOW",(MS35333-41),0,0,0,Y,17580,T,1,,N,0,A
17629,4b9c6d8031df,,INSTALLATION TOOL FOR AN M27 X 2.0 HELICOIL,,0,0,0,Y,104300,NR,4,,N,0,A
17630,db1a0f77454e,,"5/8-11 X 5 CONCRETE WEDGE ANCHOR BOLT, 18-8",,0,0,0,,,,0,,N,0,A
17631,3000d391e6e0,,"3/8-16 X 5 CONCRETE WEDGE ANCHOR BOLT, 18-8",,0,0,0,,,,0,,N,0,A
17632,da3b987f9487,,"1/4-28 X 1 SLOTTED RD HD MS, BRASS",,0,0,0,,,,0,,N,0,A
17633,d476ec0b7c07,,AN500-10-18,,0.53146,327,0,Y,17580,7,1,,N,0,A
17634,c417aa9f80ef,,PLUG TO PRINT (LESS PLATING),P/N STD-784,0,0,0,Y,17580,P,1,,N,0,A
17635,07965323b738,,"1.00"" NOMINAL ID O-RING, VITON",,0,0,0,,,,0,,N,0,A
17636,c812fa553afe,,M23 X 12.2 X 1.0 DISC SPRING WASHER,,0,0,0,,,,0,,N,0,A
17637,a54e920a791d,,"M10 X 1.5 X 16MM SOCKET SET SCREW DOG PT, ALLOY",,0,0,0,,,,0,,N,0,A
17638,586cc21314ec,,MS122159,,0,0,0,,,,0,,N,0,A
17639,55f4df28ef43,,HELICOIL P/N 8552-3,(10-32 FRONT END ASSEMBLY),0,0,0,,,,0,,N,0,A
17640,0618f266b07b,,HELICOIL P/N 8554-3,(10-32 MANDREL),0,0,0,,,,0,,N,0,A
17641,b740fc0b8ab9,,HELICOIL P/N 3695-4,(1/4-28 BREAK-OFF TOOL),0,0,0,,,,0,,N,0,A
17642,e3b1938a299b,,NUTPLATE P/N RFMS100-X04,,0,0,0,,,,0,,N,0,A
17643,ca8c703ebbe1,,CONCORD P/N 760-1530-20,(#10 INSULATING FIBER F/W),0,0,0,,,,0,,N,0,A
17644,8d80ecdd8d04,,ELASTIC STOP NUT P/N 92-1660-26,,0,0,0,,,,0,,N,0,A
17645,95ad41bd522a,,"8-18 X 3/8 PHIL PAN HD HI-LO SCREW, ZINC",,0,0,0,,,,0,,N,0,A
17646,2f99664d2d59,,"1/2-13 X 9"" U-BOLT TO DWG.",,0,0,0,,,,0,,N,0,A
17647,ab9753bcc27e,,"7/8-9 X 9 HEAVY HEX HD BOLT A-325, HOT DIP",GALVANIZED,0,0,0,,,,0,,N,0,A
17648,d4158c01e81e,,"7/8-9 X 3 HEAVY HEX HD BOLT A-325, HOT DIP",GALVANIZED,0,0,0,,,,0,,N,0,A
17649,236aaf2dfb48,,"7/8-9 HEAVY HEX NUT A194-2H, HOT DIP",GALVANIZED,0,0,0,,,,0,,N,0,A
17650,9f35b2aeb841,,"7/8"" F/W F-436, HOT DIP GALVANIZED",,0,0,0,,,,0,,N,0,A
17651,468a2ad5076b,,"0-80 X 3/8 SLOTTED FLAT HD MS, 18-8",,0,0,0,,,,0,,N,0,A
17652,82a144105c21,,"0-80 X 1/8 SLOTTED RD HD MS, ZINC",,0,0,0,,,,0,,N,0,A
17653,692057185be1,,M5 X .8-6g X 20MM UNSLOTTED INDENTED HEX WASHER,"HD THREAD ROLLING SCREW, ZINC DIN 933 (H-134)",0,0,0,,,,0,,N,0,A
17654,78ba01daae39,,"12-24 X 3/8 PHIL PAN HD TYPE F, ZINC",,0,0,0,,,,0,,N,0,A
17655,32e14854f5c7,,"12-24 X 3/8 SLOTTED PAN HD MS, ZINC",,0,0,0,,,,0,,N,0,A
17656,eb860d97fd6a,,1/2-13 X 1 1/4 SLOTTED INDENTED HEX WASHER HD,"TYPE F, ZINC",0,0,0,,,,0,,N,0,A
17657,bdda5fba4a96,,"M42 X 4.5 HEX NUT GR 10.9, PLAIN",,0,0,0,,,,0,,N,0,A
17658,3ce762c06da9,,"M4 X .7 X 75MM SHCS GR 12.9, PLAIN  DIN 912",(20MM MINIMUM THREAD LENGTH),0,0,0,,,,0,,N,0,A
17659,e3f2d75d2c61,,M10 X 4.2 X 0.4 DISC SPRING WASHER DIN 2093,,0,0,0,,,,0,,N,0,A
17660,9e199b671ad6,,"3/8-16 X 1 1/8 SHCS, ALLOY",,0,0,0,,,,0,,N,0,A
17661,90438e5b19dd,,"1/2-13 X 5/8 SOCKET SET SCREW CONE PT, ALLOY",,0,0,0,,,,0,,N,0,A
17662,76f3428f9322,,"7/16-14 X 1 3/8 FLAT SOCKET, ALLOY",,0,0,0,,,,0,,N,0,A
17663,f95f628aad00,,"1/2-13 X 3 1/4 HEX HD CAP SCREW GR 8, Z+Y",,0,0,0,,,,0,,N,0,A
17664,e482e4f72b4d,,PANDUIT P/N PLT1M-M,,0,0,0,,,,0,,N,0,A
17665,cb5a0951f66e,,"P/N D2783 (7/16"" STEEL HOLE PLUG)",WITH THE CENTER HOLE DRILLED PER 911175-802 SPEC,0,0,0,,,,0,,N,0,A
17666,eb0d2f7debb0,,"1/4-20 X 3/4 SHCS, ALLOY W/ZINC",,0.099,0,0,,,,0,,N,0,A
17667,556cfb1c4a83,,"1/4-20 X 1/2 SLOTTED FILLISTER HD MS, ZINC",,0,0,0,,,,0,,N,0,A
17668,9fea7a521404,,AN960C5,,0,0,0,,,,0,,N,0,A
17669,68805ad2d1aa,,BURNDY P/N M8ND,,0,0,0,,,,0,,N,0,A
17670,f93a0f2f207d,,DIE P/N N14HET-25V1,,0,0,0,,,,0,,N,0,A
17671,7b185c718041,,"M2.5 X 6MM TORX PAN HD PLASTITE, ZINC",,0,0,0,,,,0,,N,0,A
17672,110ec57893e3,,"M12 X 1.75 X 300MM HHCS GR 10.9, ZINC",,0,0,0,,,,0,,N,0,A
17673,9fd689ce4c2a,,"M16 X 2.0 X 300MM HHCS GR 10.9, ZINC",,0,0,0,,,,0,,N,0,A
17674,30f6b5aec3f6,,"M12 F/W HV200, ZINC",,0,0,0,,,,0,,N,0,A
17675,c351f8f2feff,,"M16 F/W HV200, ZINC",,0,0,0,,,,0,,N,0,A
17676,314a4bbc2903,,SE36 BRASS EYELET,,0,0,0,,,,0,,N,0,A
17677,a7c5686c8191,,"7/16"" ID X 5/8"" OD X 1/16"" THICK F/W,",WHITE NYLON,0,0,0,,,,0,,N,0,A
17678,33700ad2f86f,,"Roller, Dynamic Weight",Federal Supplier Approved (FSCM),0,0,0,Y,17580,K,1,,N,0,A
17679,d5c3a61c31d2,,Connector-TCC HSG,"Oil Cooler, Plated",0,0,0,Y,17580,F,1,,N,0,A
17680,4d5456ef9691,,Plug ; Hex Head,,0,0,0,Y,17580,B,1,,N,0,A
17681,f3b5f3383e38,,"FAN DISC P/N AI-623132, STAINLESS STEEL",PASSIVATE PER QQ-P-35 TO PRINT,0,0,0,,,,0,,N,0,A
